rouge1_f,rouge2_f,rougeL_f,latency_sec,compression_ratio,repetition_rate,guid,top_k,article_char_len,reference_char_len,engine
0.48695652173913045,0.08849557522123894,0.2782608695652174,0.00024080000002868474,0.149063670411985,0.0,1232,2,1335,149,tfidf
0.5057471264367817,0.09411764705882353,0.25287356321839083,0.00042460000258870423,0.07703016241299304,0.0,7921,2,2155,106,tfidf
0.4900662251655629,0.09395973154362416,0.26490066225165565,0.0009040000004461035,0.03861464968152866,0.0,13439,2,5024,239,tfidf
0.5607476635514019,0.38095238095238093,0.4672897196261682,0.0003065000055357814,0.12369871402327005,0.0,9242,2,1633,135,tfidf
0.5346534653465346,0.12121212121212122,0.2376237623762376,0.0008078999962890521,0.03697996918335902,0.0,17431,2,3894,145,tfidf
0.4615384615384615,0.1565217391304348,0.29059829059829057,0.0005210999952396378,0.08307926829268293,0.025000000000000022,1986,2,2624,134,tfidf
0.0,0.0,0.0,0.0008240000024670735,0.003539454507599417,0.0,14583,2,4803,246,tfidf
0.4915254237288135,0.06896551724137931,0.23728813559322035,0.0003682999958982691,0.10730478589420656,0.04878048780487809,6935,2,1985,155,tfidf
0.582089552238806,0.24242424242424243,0.2835820895522388,0.0003995000006398186,0.100040338846309,0.0,2839,2,2479,171,tfidf
0.4571428571428572,0.1941747572815534,0.26666666666666666,0.0003293999907327816,0.12981455064194009,0.0,6673,2,1402,160,tfidf
0.5909090909090909,0.061538461538461535,0.25757575757575757,0.0006673000025330111,0.05790465930514409,0.0,12991,2,3713,212,tfidf
0.6024096385542169,0.15853658536585366,0.2891566265060241,0.0003549000102793798,0.1672473867595819,0.031746031746031744,2691,2,2009,186,tfidf
0.3368421052631579,0.09574468085106382,0.20000000000000004,0.0008016999927349389,0.09725016767270288,0.011494252873563204,18905,2,4473,138,tfidf
0.4878048780487804,0.14814814814814817,0.2682926829268293,0.0005549999914364889,0.10061728395061728,0.0,19248,2,3240,157,tfidf
0.410958904109589,0.056338028169014086,0.19178082191780824,0.0002674999996088445,0.09369817578772803,0.0,11711,2,1206,116,tfidf
0.5641025641025641,0.2782608695652174,0.2905982905982906,0.0002447000006213784,0.169045830202855,0.0,10449,2,1331,144,tfidf
0.5523809523809523,0.1359223300970874,0.26666666666666666,0.00043620000360533595,0.06739748274462039,0.0,2660,2,2463,142,tfidf
0.5503355704697986,0.2040816326530612,0.3221476510067114,0.0002305999951204285,0.2164009111617312,0.0,16658,2,1317,174,tfidf
0.8108108108108109,0.6885245901639345,0.7567567567567567,0.0003738999948836863,0.1410377358490566,0.020408163265306145,3001,2,2120,232,tfidf
0.5064935064935064,0.13157894736842102,0.27272727272727276,0.000497499990160577,0.10038207711010767,0.0,5569,2,2879,223,tfidf
0.4827586206896552,0.09411764705882353,0.29885057471264365,0.0003571999986888841,0.054976303317535544,0.0,12711,2,2110,126,tfidf
0.4878048780487805,0.14876033057851237,0.2764227642276422,0.0005363999953260645,0.03827311696264544,0.0,6642,2,3266,246,tfidf
0.41791044776119407,0.06060606060606061,0.26865671641791045,0.0005626000056508929,0.06954370533260033,0.0,2923,2,3638,151,tfidf
0.4444444444444444,0.1810344827586207,0.2905982905982906,0.0005852000031154603,0.1271079788572867,0.1071428571428571,5652,2,3973,187,tfidf
0.4406779661016949,0.13793103448275865,0.288135593220339,0.00046869998914189637,0.10016025641025642,0.0,7347,2,2496,103,tfidf
0.43137254901960786,0.16,0.23529411764705882,0.0005898999952478334,0.03467561521252797,0.0,5593,2,3576,176,tfidf
0.5222222222222223,0.15730337078651688,0.2666666666666667,0.0005600000004051253,0.11222681630242173,0.0,4785,2,3386,188,tfidf
0.5689655172413793,0.14035087719298245,0.31034482758620685,0.00023049999435897917,0.14659270998415214,0.0,13491,2,1262,163,tfidf
0.5333333333333333,0.0821917808219178,0.32,0.00029930000891909003,0.09684519442406456,0.0,7767,2,1363,109,tfidf
0.4854368932038835,0.19801980198019803,0.29126213592233013,0.0004042999935336411,0.0902101486417222,0.0,21836,2,1951,116,tfidf
0.5,0.14285714285714288,0.31249999999999994,0.0008088000031420961,0.06252916472235184,0.0,8839,2,4286,120,tfidf
0.4571428571428572,0.16184971098265893,0.2742857142857143,0.0004891999997198582,0.15405510283275126,0.01538461538461533,10122,2,2577,131,tfidf
0.4235294117647058,0.10714285714285715,0.2117647058823529,0.00028220000967849046,0.30216383307573413,0.016129032258064502,19797,2,1294,127,tfidf
0.2723404255319149,0.1888412017167382,0.24680851063829787,0.00022929999977350235,0.47911547911547914,0.01041666666666663,3808,2,1221,101,tfidf
0.2922374429223744,0.10138248847926266,0.22831050228310504,0.0003217000048607588,0.35489833641404805,0.12264150943396224,16593,2,1623,111,tfidf
0.42,0.12244897959183672,0.3,0.0002486000012140721,0.17318435754189945,0.0,383,2,1253,117,tfidf
0.5915492957746479,0.11428571428571428,0.2676056338028169,0.00034559999767225236,0.11699895068205667,0.0,1837,2,1906,203,tfidf
0.49557522123893805,0.10810810810810811,0.24778761061946902,0.00037789999623782933,0.0692404532102392,0.0,2244,2,2383,182,tfidf
0.4235294117647059,0.14457831325301204,0.2588235294117647,0.0004609000025084242,0.04923076923076923,0.045454545454545414,8610,2,2275,121,tfidf
0.5178571428571429,0.18181818181818182,0.3392857142857143,0.0012865000026067719,0.01849217638691323,0.03125,2605,2,8436,199,tfidf
0.6,0.10204081632653061,0.27999999999999997,0.0009035999974003062,0.03208232445520581,0.0,20089,2,4956,129,tfidf
0.45614035087719296,0.07142857142857142,0.1929824561403509,0.00036720000207424164,0.11603053435114503,0.0,7523,2,1965,136,tfidf
0.4635761589403974,0.174496644295302,0.2913907284768212,0.00027010000485461205,0.19937106918238995,0.0,18811,2,1590,132,tfidf
0.5714285714285714,0.0970873786407767,0.2857142857142857,0.0004937000048812479,0.04974582425562818,0.0,13224,2,2754,161,tfidf
0.5454545454545454,0.16666666666666666,0.34545454545454546,0.0007787000067764893,0.03225806451612903,0.0,1582,2,4495,187,tfidf
0.4150943396226415,0.14012738853503184,0.22641509433962267,0.0002506000018911436,0.24646464646464647,0.016393442622950838,12081,2,1485,132,tfidf
0.44,0.12244897959183672,0.26,0.0005110999918542802,0.04712762297901617,0.0,5767,2,2907,169,tfidf
0.5040650406504065,0.03305785123966942,0.22764227642276424,0.0007080999930622056,0.054935622317596564,0.14,15080,2,4660,150,tfidf
