rouge1_f,rouge2_f,rougeL_f,latency_sec,compression_ratio,repetition_rate,top_k
0.5507246376811594,0.11764705882352941,0.2898550724637681,0.0003186000103596598,0.12478031634446397,0.0,2
0.4697986577181208,0.10884353741496598,0.24161073825503357,0.0005093000072520226,0.08351648351648351,0.0,2
0.6145251396648044,0.192090395480226,0.29050279329608936,0.0004186000005574897,0.1368421052631579,0.0,2
0.4545454545454546,0.07407407407407407,0.2545454545454546,0.0002527999895391986,0.09066666666666667,0.0,2
0.49760765550239233,0.1642512077294686,0.26794258373205737,0.0003108999953838065,0.24293193717277486,0.022471910112359605,2
0.7157894736842105,0.4301075268817204,0.37894736842105264,0.00014760000340174884,0.24382207578253706,0.0,2
0.507936507936508,0.11290322580645161,0.30158730158730157,0.000407300001825206,0.10330361824855794,0.0,2
0.5521472392638037,0.12422360248447203,0.31901840490797545,0.0002972999936901033,0.2364907819453274,0.05882352941176472,2
0.5,0.0392156862745098,0.28846153846153844,0.0007120000082068145,0.031941720369851496,0.0,2
0.6106870229007635,0.17054263565891473,0.3206106870229008,0.000458099995739758,0.08357956943858168,0.0,2
0.5483870967741935,0.11475409836065574,0.2903225806451613,0.0005011000030208379,0.079,0.0,2
0.5321100917431192,0.19444444444444445,0.29357798165137616,0.00038150000909809023,0.19896640826873385,0.0,2
0.5,0.10769230769230771,0.30303030303030304,0.00045780000800732523,0.11313717364276833,0.01666666666666672,2
0.48000000000000004,0.1020408163265306,0.26,0.00029409999842755497,0.10787878787878788,0.0,2
0.32452830188679244,0.18250950570342206,0.2037735849056604,0.00030300000798888505,0.3717878622197922,0.01680672268907568,2
0.3950617283950617,0.0759493670886076,0.24691358024691357,0.00021779999951831996,0.11936936936936937,0.0,2
0.2962962962962963,0.12658227848101267,0.19753086419753085,0.00024389999452978373,0.050434782608695654,0.0,2
0.4000000000000001,0.11382113821138211,0.224,0.00023720000172033906,0.2050179211469534,0.06451612903225812,2
0.49572649572649574,0.15652173913043477,0.3076923076923077,0.000414699999964796,0.0903199675982179,0.0,2
0.4615384615384615,0.11398963730569947,0.22564102564102564,0.0003265999985160306,0.2200424178154825,0.025974025974025983,2
0.5968586387434556,0.45502645502645506,0.32460732984293195,0.00041960000817198306,0.17845876520955387,0.02898550724637683,2
0.5230769230769231,0.171875,0.24615384615384617,0.00027520000003278255,0.21139430284857572,0.032786885245901676,2
0.6219512195121952,0.19753086419753085,0.34146341463414637,0.0009962999902199954,0.06779661016949153,0.0,2
0.5185185185185185,0.10526315789473684,0.23703703703703705,0.00030860000697430223,0.16145833333333334,0.0,2
0.5185185185185185,0.08750000000000001,0.25925925925925924,0.0005944000004092231,0.05779334500875657,0.022222222222222254,2
0.5106382978723404,0.043478260869565216,0.2553191489361702,0.0003189999988535419,0.1107242339832869,0.0,2
0.5042016806722689,0.10256410256410256,0.3025210084033613,0.00029090000316500664,0.1458469587965991,0.0,2
0.6265060240963854,0.3048780487804878,0.32530120481927716,0.0005369999998947605,0.07438512297540492,0.022222222222222254,2
0.5960264900662252,0.20134228187919467,0.2649006622516556,0.00042159999429713935,0.10437109723461195,0.022222222222222254,2
0.33663366336633666,0.0202020202020202,0.198019801980198,0.0005711999983759597,0.024293785310734464,0.0,2
0.5425531914893617,0.16129032258064516,0.24468085106382975,0.0003139999898849055,0.21043577981651376,0.01449275362318836,2
0.4225352112676056,0.15714285714285714,0.2676056338028169,0.0003679999936139211,0.21844660194174756,0.015625,2
0.4615384615384615,0.06349206349206349,0.27692307692307694,0.00027910000062547624,0.04252199413489736,0.0,2
0.4166666666666667,0.11267605633802817,0.23611111111111108,0.00019690000044647604,0.2959927140255009,0.0,2
0.39999999999999997,0.1946308724832215,0.26666666666666666,0.0005333000008249655,0.17772961257111894,0.05217391304347829,2
0.6272189349112427,0.16766467065868262,0.2958579881656805,0.0006664999964414164,0.07392607392607392,0.03076923076923077,2
0.6557377049180328,0.4166666666666667,0.4098360655737705,0.0002640000020619482,0.0976965845909452,0.0,2
0.5030674846625767,0.12422360248447203,0.24539877300613497,0.00041680000140331686,0.09803921568627451,0.025000000000000022,2
0.1568627450980392,0.0,0.11764705882352941,0.0003406999894650653,0.011507479861910242,0.0,2
0.5811965811965811,0.08695652173913043,0.27350427350427353,0.0005945000011706725,0.07161219243481454,0.0,2
0.4305555555555556,0.18881118881118883,0.2152777777777778,0.0008039999956963584,0.21242680546519194,0.008849557522123908,2
0.5974025974025974,0.2368421052631579,0.32467532467532473,0.0005673999985447153,0.09523809523809523,0.0,2
0.4428571428571428,0.14492753623188404,0.27142857142857146,0.00023950000468175858,0.3209200438116101,0.0,2
0.44000000000000006,0.08163265306122448,0.24,0.0007222999993246049,0.03315881326352531,0.0,2
0.48717948717948717,0.052631578947368425,0.282051282051282,0.00043280000681988895,0.03867403314917127,0.050000000000000044,2
0.6363636363636365,0.13157894736842105,0.31168831168831174,0.0005864999984623864,0.09109243697478991,0.04255319148936165,2
0.4628099173553719,0.1680672268907563,0.21487603305785122,0.00023200000578071922,0.2056159420289855,0.0,2
0.46774193548387094,0.06557377049180328,0.2903225806451613,0.00033569999504834414,0.13313432835820896,0.0,2
0.4195804195804196,0.15602836879432624,0.22377622377622378,0.00019589999283198267,0.29193899782135074,0.0,2
0.10526315789473684,0.0,0.10526315789473684,0.0005834000039612874,0.013689907672715695,0.4545454545454546,2
0.3,0.02564102564102564,0.175,0.0007862999918870628,0.035885933995514256,0.0,2
0.10344827586206895,0.0,0.06896551724137931,0.0006619000050704926,0.01218851570964247,0.0,2
0.608,0.0975609756097561,0.336,0.0005996000109007582,0.06481188744862472,0.02857142857142858,2
0.5460750853242321,0.26804123711340205,0.3549488054607508,0.0006222000083653256,0.20046620046620048,0.029126213592232997,2
0.29629629629629634,0.02531645569620253,0.22222222222222224,0.0006812000065110624,0.044101017715793445,0.04166666666666663,2
0.5121951219512195,0.075,0.21951219512195122,0.00044210000487510115,0.04264099037138927,0.0,2
0.5365853658536585,0.13580246913580246,0.26829268292682923,0.00031200000375974923,0.21040723981900453,0.020000000000000018,2
0.5714285714285715,0.13836477987421386,0.2608695652173913,0.0008356000034837052,0.05965317919075144,0.020000000000000018,2
0.5637583892617448,0.19047619047619047,0.29530201342281875,0.0004659999976865947,0.10390689941812137,0.0,2
0.3191489361702127,0.043478260869565216,0.14893617021276598,0.0002592999953776598,0.05078929306794784,0.0,2
0.4848484848484848,0.12307692307692308,0.2727272727272727,0.0004427999956533313,0.11319822046465645,0.0,2
0.3605769230769231,0.1642512077294686,0.23076923076923075,0.0005766000103903934,0.3110676355505869,0.14423076923076927,3
0.5979381443298968,0.1473684210526316,0.30927835051546393,0.0002663000050233677,0.0886615515771526,0.0,3
0.5109489051094891,0.13333333333333333,0.291970802919708,0.00031870001112110913,0.14945181765724178,0.019607843137254943,3
0.3278688524590164,0.10169491525423728,0.19672131147540986,0.00022220000391826034,0.06190476190476191,0.0,3
0.4959999999999999,0.11382113821138212,0.256,0.0002761000068858266,0.16480238627889635,0.0,3
0.3647058823529412,0.07142857142857142,0.24705882352941178,0.000767800011090003,0.08157099697885196,0.0,3
0.5950413223140496,0.15126050420168066,0.2644628099173554,0.0001816000003600493,0.2283205268935236,0.0,3
0.4538461538461538,0.34883720930232553,0.2923076923076923,0.00021889999334234744,0.5226302305721605,0.08849557522123896,3
0.624113475177305,0.4172661870503597,0.4680851063829787,0.00032560000545345247,0.1880178457616316,0.0,3
0.4636363636363637,0.14678899082568808,0.2272727272727273,0.0005165999900782481,0.17636927316569068,0.061855670103092786,3
0.45914396887159536,0.19607843137254902,0.311284046692607,0.0003809999907389283,0.23979372582724537,0.02083333333333337,3
0.38636363636363635,0.05747126436781609,0.20454545454545456,0.0007239999977173284,0.10762800417972831,0.0,3
0.40909090909090906,0.1954022988505747,0.2840909090909091,0.00023659999715164304,0.3657289002557545,0.025000000000000022,3
0.39189189189189194,0.0958904109589041,0.22972972972972974,0.00025560001085978,0.2377468910021946,0.015625,3
0.7111111111111111,0.47191011235955055,0.5333333333333333,0.00029769999673590064,0.19547953573610263,0.0,3
0.25862068965517243,0.13043478260869565,0.1724137931034483,0.00019959999190177768,0.59375,0.04587155963302747,3
0.2191780821917808,0.028169014084507043,0.136986301369863,0.00025560001085978,0.037412314886983634,0.0,3
0.4675324675324675,0.052631578947368425,0.23376623376623376,0.0005976000102236867,0.060614224137931036,0.0,3
0.3726708074534161,0.1761006289308176,0.23602484472049687,0.00039000000106170774,0.17227722772277226,0.016393442622950838,3
0.3712574850299401,0.12121212121212123,0.23952095808383234,0.00023689999943599105,0.2939914163090129,0.012195121951219523,3
0.3098591549295775,0.028985507246376812,0.22535211267605634,0.00023689999943599105,0.1012965964343598,0.0,3
0.3178807947019867,0.1342281879194631,0.23841059602649006,0.00024280000070575625,0.28227571115973743,0.046511627906976716,3
0.36781609195402304,0.07058823529411766,0.20689655172413793,0.0002001000102609396,0.20758928571428573,0.0,3
0.5669291338582677,0.224,0.33070866141732286,0.00047990000166464597,0.07851851851851852,0.0,3
0.5838509316770186,0.1509433962264151,0.2857142857142857,0.0006270000012591481,0.059480592013404075,0.0,3
0.5614035087719298,0.2485207100591716,0.3508771929824561,0.00027350000164005905,0.23321799307958477,0.0,3
0.5875,0.2151898734177215,0.31250000000000006,0.000498399997013621,0.0875696949819613,0.0,3
0.4755244755244755,0.0425531914893617,0.2657342657342657,0.00017129999469034374,0.24534501642935377,0.0,3
0.42975206611570244,0.1680672268907563,0.24793388429752067,0.0004533000028459355,0.10635792778649922,0.0,3
0.38150289017341044,0.14035087719298245,0.24277456647398843,0.00037209999572951347,0.2115482881962187,0.013157894736842146,3
0.6181818181818183,0.19631901840490798,0.26666666666666666,0.0006121999904280528,0.07625786163522012,0.0,3
0.383419689119171,0.11518324607329843,0.2383419689119171,0.0005088000034447759,0.16138328530259366,0.010869565217391353,3
0.3375796178343949,0.22435897435897434,0.2356687898089172,0.0005142000009072945,0.23465376474145752,0.10077519379844957,3
0.5971223021582734,0.3405797101449276,0.34532374100719426,0.0004900000058114529,0.18620689655172415,0.00952380952380949,3
0.5314685314685316,0.11347517730496454,0.23776223776223776,0.0005033000052208081,0.09071550255536627,0.0,3
0.5137614678899083,0.1308411214953271,0.2935779816513761,0.00022849999368190765,0.1645133505598622,0.0,3
0.37762237762237766,0.14184397163120566,0.2517482517482518,0.00019380000594537705,0.2990239574090506,0.03125,3
0.5568627450980391,0.17391304347826086,0.32156862745098036,0.0007132000027922913,0.10487046632124353,0.011235955056179803,3
0.5289256198347108,0.11764705882352941,0.2975206611570248,0.00047679999261163175,0.0916063059224542,0.0,3
0.5664739884393063,0.2105263157894737,0.3236994219653179,0.0005613999965135008,0.08597543558983148,0.0,3
0.3783783783783784,0.09174311926605504,0.23423423423423423,0.00032390000706072897,0.06085083467959074,0.04761904761904767,3
0.5153374233128835,0.1739130434782609,0.26993865030674846,0.0005633999971905723,0.09727164887307237,0.0,3
0.5789473684210525,0.26785714285714285,0.26315789473684215,0.00018459999409969896,0.21845174973488865,0.0,3
0.543859649122807,0.1504424778761062,0.2807017543859649,0.0006673000025330111,0.11786666666666666,0.03260869565217395,3
0.42402826855123676,0.39857651245551595,0.4169611307420495,0.00024000000848900527,0.46938775510204084,0.034782608695652195,3
0.49572649572649574,0.1217391304347826,0.2222222222222222,0.0002992000081576407,0.17426820966643974,0.018181818181818188,3
0.7183673469387755,0.5925925925925927,0.6040816326530613,0.00037789999623782933,0.20090016366612112,0.0117647058823529,3
0.425531914893617,0.07194244604316548,0.24113475177304966,0.00044920000073034316,0.09853581321725366,0.0,3
0.5521472392638038,0.07453416149068323,0.24539877300613494,0.0003985999937867746,0.14258645191852204,0.0,3
0.5903614457831325,0.12195121951219513,0.3132530120481928,0.0004152999899815768,0.13974001857010213,0.0,3
0.5098039215686274,0.08,0.27450980392156865,0.0004292999947210774,0.08553459119496855,0.0,3
0.4391891891891892,0.1564625850340136,0.23648648648648649,0.00035539999953471124,0.31390328151986185,0.14893617021276595,3
0.5142857142857143,0.10144927536231883,0.2857142857142857,0.0004431000124895945,0.10563692853972481,0.0,3
0.5620915032679739,0.17218543046357615,0.3006535947712418,0.00014220000593923032,0.4464993394980185,0.0,3
0.42201834862385323,0.32407407407407407,0.3486238532110092,0.00031970000418368727,0.26858877086494687,0.01041666666666663,3
0.5825242718446602,0.3366336633663366,0.38834951456310685,0.00021320000814739615,0.1930164888457808,0.0,3
0.39534883720930236,0.07142857142857144,0.3023255813953488,0.000411600005463697,0.06896551724137931,0.0,3
0.7058823529411765,0.23841059602649006,0.3137254901960784,0.00023119999968912452,0.19727891156462585,0.01851851851851849,3
0.47619047619047616,0.144,0.2777777777777778,0.0005901999975321814,0.14324993126202915,0.022222222222222254,3
0.5555555555555556,0.2857142857142857,0.33333333333333326,0.00019439999596215785,0.08773903262092239,0.0,3
0.5,0.11864406779661017,0.25,0.00039570000080857426,0.10136024572180781,0.0,3
