rouge1_f,rouge2_f,rougeL_f,compression_ratio,repetition_rate,guid,top_k,article_char_len,reference_char_len,engine,summarizer_core_latency_sec
0.5909090909090909,0.061538461538461535,0.25757575757575757,0.05790465930514409,0.0,12991,2,3713,212,tfidf,0.0006189999985508621
0.6024096385542169,0.15853658536585366,0.2891566265060241,0.1672473867595819,0.031746031746031744,2691,2,2009,186,tfidf,0.0004102000020793639
0.3535911602209945,0.0670391061452514,0.17679558011049726,0.08964900514196289,0.012195121951219523,18905,2,4473,138,tfidf,0.0007288999986485578
0.4878048780487804,0.14814814814814817,0.2682926829268293,0.10061728395061728,0.0,19248,2,3240,157,tfidf,0.0005321999997249804
0.410958904109589,0.056338028169014086,0.19178082191780824,0.09369817578772803,0.0,11711,2,1206,116,tfidf,0.00025270000332966447
0.42682926829268286,0.2469135802469136,0.2926829268292683,0.27197595792637114,0.0,10449,2,1331,144,tfidf,0.00023010000586509705
0.5714285714285715,0.15384615384615385,0.3025210084033614,0.08201380430369468,0.0,2660,2,2463,142,tfidf,0.00046149999980116263
0.5503355704697986,0.2040816326530612,0.3221476510067114,0.2164009111617312,0.0,16658,2,1317,174,tfidf,0.00023439999495167285
0.8304093567251462,0.7218934911242604,0.783625730994152,0.11933962264150944,0.023255813953488413,3001,2,2120,232,tfidf,0.00036610000097425655
0.5064935064935064,0.13157894736842102,0.27272727272727276,0.10038207711010767,0.0,5569,2,2879,223,tfidf,0.000501900001836475
0.4827586206896552,0.09411764705882353,0.29885057471264365,0.054976303317535544,0.0,12711,2,2110,126,tfidf,0.0005183999965083785
0.4878048780487805,0.14876033057851237,0.2764227642276422,0.03827311696264544,0.0,6642,2,3266,246,tfidf,0.0006761000040569343
0.47761194029850756,0.07575757575757576,0.22388059701492538,0.06899395272127543,0.07692307692307687,2923,2,3638,151,tfidf,0.0007709999990765937
0.4444444444444444,0.1810344827586207,0.2905982905982906,0.1271079788572867,0.1071428571428571,5652,2,3973,187,tfidf,0.000593299999309238
0.4406779661016949,0.13793103448275865,0.288135593220339,0.10016025641025642,0.0,7347,2,2496,103,tfidf,0.00039680000190855935
0.39583333333333337,0.08510638297872339,0.22916666666666666,0.032997762863534674,0.0,5593,2,3576,176,tfidf,0.0006026000046404079
0.5222222222222223,0.15730337078651688,0.2666666666666667,0.11222681630242173,0.0,4785,2,3386,188,tfidf,0.0006653999953414313
0.46341463414634143,0.1,0.2682926829268293,0.06339144215530904,0.0,13491,2,1262,163,tfidf,0.000240100001974497
0.5333333333333333,0.0821917808219178,0.32,0.09684519442406456,0.0,7767,2,1363,109,tfidf,0.0002334000018890947
0.4854368932038835,0.19801980198019803,0.29126213592233013,0.0902101486417222,0.0,21836,2,1951,116,tfidf,0.0003318999952170998
0.5,0.14285714285714288,0.31249999999999994,0.06252916472235184,0.0,8839,2,4286,120,tfidf,0.000833700003568083
0.4556962025316456,0.16666666666666666,0.25316455696202533,0.14978657353511834,0.0,10122,2,2577,131,tfidf,0.0004990000015823171
0.4235294117647058,0.10714285714285715,0.2117647058823529,0.30216383307573413,0.016129032258064502,19797,2,1294,127,tfidf,0.0002544999952078797
0.39263803680981596,0.2236024844720497,0.3312883435582822,0.2972972972972973,0.017241379310344862,3808,2,1221,101,tfidf,0.00020390000281622633
0.32673267326732675,0.12,0.22772277227722773,0.33394947627849664,0.12745098039215685,16593,2,1623,111,tfidf,0.0002883000051951967
0.42,0.12244897959183672,0.3,0.17318435754189945,0.0,383,2,1253,117,tfidf,0.00023599999985890463
0.5109489051094891,0.11851851851851852,0.2773722627737227,0.10283315844700944,0.0,1837,2,1906,203,tfidf,0.00034439999581081793
0.49557522123893805,0.10810810810810811,0.24778761061946902,0.0692404532102392,0.0,2244,2,2383,182,tfidf,0.00039379999361699447
0.4235294117647059,0.14457831325301204,0.2588235294117647,0.04923076923076923,0.045454545454545414,8610,2,2275,121,tfidf,0.0004365999993751757
0.5178571428571429,0.18181818181818182,0.3392857142857143,0.01849217638691323,0.03125,2605,2,8436,199,tfidf,0.0013963000019430183
0.6238532110091742,0.11214953271028037,0.33027522935779813,0.039749798224374494,0.0,20089,2,4956,129,tfidf,0.0007885000013629906
0.45614035087719296,0.07142857142857142,0.1929824561403509,0.11603053435114503,0.0,7523,2,1965,136,tfidf,0.00033059999987017363
0.4635761589403974,0.174496644295302,0.2913907284768212,0.19937106918238995,0.0,18811,2,1590,132,tfidf,0.0002873999983421527
0.56,0.0945945945945946,0.3066666666666667,0.09368191721132897,0.0,13224,2,2754,161,tfidf,0.0004602999979397282
0.5454545454545454,0.16666666666666666,0.34545454545454546,0.03225806451612903,0.0,1582,2,4495,187,tfidf,0.0007140000016079284
0.4150943396226415,0.14012738853503184,0.22641509433962267,0.24646464646464647,0.016393442622950838,12081,2,1485,132,tfidf,0.00025209999876096845
0.44,0.12244897959183672,0.26,0.04712762297901617,0.0,5767,2,2907,169,tfidf,0.0005052000051364303
